title,tom,aud,tom_ave_rating,tom_num_reviews,tom_fresh,tom_rotten,aud_ave_rating,aud_num_ratings,age_rating,genre,director,writers,rel_date,box,runtime,studio,link
The Case for Christ,52,79,5.6,23,12,11,4.0,8588,PG,['Drama'],Jon Gunn,['Brian Bird'],"Apr 7, 2017",14678714.0,112.0,Pure Flix,https://www.rottentomatoes.com/m/the_case_for_christ_2017
Madame,39,57,5.3,33,13,20,3.4,141,NR,"['Comedy', 'Drama', 'Romance']",Amanda Sthers,"['Amanda Sthers, Matthew Robbins']","Mar 23, 2018",,91.0,Blue Fox Entertainment,https://www.rottentomatoes.com/m/madame_2017
Novitiate,87,70,7.3,90,78,12,3.6,1833,R,['Drama'],Margaret Betts,['Margaret Betts'],"Oct 27, 2017",570409.0,123.0,Maven Pictures,https://www.rottentomatoes.com/m/novitiate
Wheelman,86,65,6.9,22,19,3,3.5,656,NR,"['Action & Adventure', 'Mystery & Suspense']",Jeremy Rush,['Jeremy Rush'],"Oct 20, 2017",,82.0,Netflix,https://www.rottentomatoes.com/m/wheelman_2017
All I Wish (A Little Something for Your Birthday),15,48,4.1,20,3,17,3.1,68,R,"['Comedy', 'Drama', 'Romance']",Susan Walter,['Susan Walter'],"Mar 30, 2018",,94.0,Paladin Film,https://www.rottentomatoes.com/m/all_i_wish
Arsenal,3,18,3.1,30,1,29,2.2,265,R,['Action & Adventure'],Steven C. Miller,['Jason Mosberg'],"Jan 6, 2017",,92.0,Emmett/Furla/Oasis Films,https://www.rottentomatoes.com/m/arsenal_2017
Son of Bigfoot,75,40,5.6,20,15,5,3.0,307,PG,"['Action & Adventure', 'Animation', 'Kids & Family']","Jeremy Degruson, Ben Stassen","['Bob Barlen, Cal Brunker']","May 4, 2018",,92.0,DIRECTV and Viva Pictures,https://www.rottentomatoes.com/m/the_son_of_bigfoot
The Invisible Guardian (El guardián invisible),20,58,6.0,5,1,4,3.5,87,NR,"['Art House & International', 'Mystery & Suspense']",Fernando González Molina,"['Luiso Berdejo, Dolores Redondo']",,,129.0,Atresmedia Cine,https://www.rottentomatoes.com/m/el_guardián_invisible
Ali's Wedding,92,81,7.0,24,22,2,4.0,338,NR,"['Art House & International', 'Comedy', 'Drama', 'Romance']",Jeffrey Walker,"['Andrew Knight, Osamah Sami']",,,100.0,Netflix,https://www.rottentomatoes.com/m/alis_wedding
Dead Night,67,62,5.7,12,8,4,3.5,153,NR,['Horror'],Brad Baruh,['Irving Walker'],"Jul 27, 2018",,82.0,Dark Sky Films,https://www.rottentomatoes.com/m/dead_night
Funny Cow,77,73,6.9,35,27,8,4.0,87,NR,"['Art House & International', 'Comedy', 'Drama']",Adrian Shergold,['Tony Pitts'],,,102.0,,https://www.rottentomatoes.com/m/funny_cow
"Mektoub, My Love: Canto Uno",40,57,4.7,5,2,3,2.7,16,NR,"['Drama', 'Romance']",Abdel Kechiche,,,,,Curzon Artificial Eye,https://www.rottentomatoes.com/m/mektoub_my_love_canto_uno
Bomb City,88,87,8.0,8,7,1,4.5,494,NR,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",Jameson Brooks,"['Jameson Brooks, Sheldon Chick']","Feb 9, 2018",,95.0,Gravitas Ventures,https://www.rottentomatoes.com/m/bomb_city
Princess Cyd,92,80,7.7,25,23,2,3.9,174,NR,['Drama'],Stephen Cone,['Stephen Cone'],"Nov 3, 2017",,96.0,Wolfe Releasing,https://www.rottentomatoes.com/m/princess_cyd
Black Butterfly,44,42,4.9,18,8,10,3.1,527,R,"['Drama', 'Mystery & Suspense']",Brian Goodman,"['Marc Frydman, Justin Stanley']","May 26, 2017",,93.0,Lionsgate Premiere,https://www.rottentomatoes.com/m/black_butterfly_2017
The Wilde Wedding,29,16,5.2,14,4,10,2.6,90,R,"['Comedy', 'Romance']",Damian Harris,['Damian Harris'],"Sep 15, 2017",,96.0,Vertical Entertainment,https://www.rottentomatoes.com/m/the_wilde_wedding_2017
Hickok,57,22,5.5,7,4,3,2.5,136,NR,['Western'],Timothy Woodward Jr.,['Michael Lanahan'],"Jul 7, 2017",,88.0,Status Media & Entertainment,https://www.rottentomatoes.com/m/hickok_2017
Dead Shack,100,46,6.6,6,6,0,3.3,39,R,['Horror'],,,,,85.0,,https://www.rottentomatoes.com/m/dead_shack
See You Up There (Au revoir là-haut),93,80,7.6,15,14,1,4.1,108,NR,"['Art House & International', 'Drama']",Albert Dupontel,"['Albert Dupontel, Pierre Lemaitre']",,,117.0,,https://www.rottentomatoes.com/m/au_revoir_là_haut
The Year of Spectacular Men,64,79,6.0,25,16,9,4.0,89,NR,['Comedy'],Lea Thompson,['Madelyn Deutch'],"Jun 15, 2018",,102.0,Marvista Entertainment,https://www.rottentomatoes.com/m/the_year_of_spectacular_men
Bokeh,47,23,5.0,19,9,10,2.3,487,NR,['Drama'],"Geoffrey Orthwein, Andrew Sullivan","['Geoffrey Orthwein, Andrew Sullivan']","Mar 24, 2017",,104.0,Screen Media Films,https://www.rottentomatoes.com/m/bokeh_2017
Dr. Knock (Knock),25,43,4.8,8,2,6,2.8,18,NR,['Comedy'],Lorraine Lévy,['Lorraine Lévy'],,,113.0,TF1 Studio,https://www.rottentomatoes.com/m/knock_2017
Blame,83,73,6.3,29,24,5,4.0,368,NR,['Drama'],Quinn Shephard,"['Laurie Shephard, Quinn Shephard']","Jan 5, 2018",,100.0,Samuel Goldwyn Films,https://www.rottentomatoes.com/m/blame_2017
Kung-Fu Yoga,50,36,4.8,20,10,10,2.9,761,NR,"['Action & Adventure', 'Comedy']",Stanley Tong,,"Jan 27, 2017",353851.0,107.0,Well Go USA Entertainment,https://www.rottentomatoes.com/m/gong_fu_yu_jia
Krystal,10,53,3.9,20,2,18,2.9,91,R,"['Comedy', 'Drama']",William H. Macy,['Will Aldis'],"Apr 13, 2018",,93.0,Paladin Film,https://www.rottentomatoes.com/m/krystal
Rock'n Roll,67,56,5.8,9,6,3,3.3,51,NR,"['Art House & International', 'Comedy', 'Musical & Performing Arts']",Guillaume Canet,"['Guillaume Canet, Rodolphe Lauga, Philippe Lefebvre']",,,123.0,Red Apollo Group,https://www.rottentomatoes.com/m/rockn_roll
Win It All,89,55,7.0,35,31,4,3.3,632,NR,['Comedy'],Joe Swanberg,"['Jake Johnson (XVI), Joe Swanberg']","Apr 7, 2017",,90.0,Netflix,https://www.rottentomatoes.com/m/win_it_all_2017
El Camino Christmas,40,41,2.7,5,2,3,2.9,179,NR,['Drama'],David E. Talbert,"['Ted Melfi, Christopher Wehner']","Dec 8, 2017",,88.0,Netflix,https://www.rottentomatoes.com/m/el_camino_christmas
Beyond the Clouds,65,73,6.3,17,11,6,3.9,36,NR,"['Art House & International', 'Drama']",Majid Majidi,['Majid Majidi'],"Apr 20, 2018",,120.0,ZEE Studios International,https://www.rottentomatoes.com/m/beyond_the_clouds_2017
The Nut Job 2: Nutty by Nature,13,44,3.9,56,7,49,3.0,7225,PG,"['Animation', 'Comedy', 'Kids & Family']",Cal Brunker,"['Cal Brunker, Bob Barlen, Scott Bindley']","Aug 11, 2017",28342490.0,86.0,Open Road Films,https://www.rottentomatoes.com/m/the_nut_job_2_nutty_by_nature
Submission,51,70,5.8,41,21,20,3.7,79,R,['Drama'],Richard Levine,['Richard Levine'],"Mar 2, 2018",,97.0,Great Point Media,https://www.rottentomatoes.com/m/submission_2017
The Sense Of An Ending,76,51,6.4,111,84,27,3.2,1689,PG-13,['Drama'],Ritesh Batra,['Nick Payne (IX)'],"Mar 10, 2017",1235432.0,,CBS Films,https://www.rottentomatoes.com/m/the_sense_of_an_ending_2017
Mohawk,84,33,6.6,38,32,6,2.9,147,NR,"['Action & Adventure', 'Drama']",Ted Geoghegan,"['Ted Geoghegan, Grady Hendrix']","Mar 2, 2018",,92.0,Dark Sky Films,https://www.rottentomatoes.com/m/mohawk_2017
Jab Harry Met Sejal,17,49,5.0,6,1,5,3.1,551,NR,['Comedy'],Imtiaz Ali,['Imtiaz Ali'],"Aug 4, 2017",1284740.0,,Yash Raj Films USA,https://www.rottentomatoes.com/m/jab_harry_met_sejal
Basmati Blues,8,83,3.8,25,2,23,4.4,153,NR,"['Comedy', 'Drama', 'Musical & Performing Arts', 'Romance']",Dan Baron,"['Dan Baron, Jeff Dorchen']","Feb 9, 2018",,105.0,Shout! Factory,https://www.rottentomatoes.com/m/basmati_blues_2017
Trafficked,17,69,2.9,6,1,5,4.0,89,R,"['Drama', 'Mystery & Suspense']",Will Wallace,"['Siddharth Kara, Siddharth Kara']","Oct 6, 2017",,104.0,Epic Pictures,https://www.rottentomatoes.com/m/trafficked_2017
The Tribes of Palos Verdes,62,61,5.4,21,13,8,3.4,223,R,['Drama'],"Emmett Malloy, Brendan Malloy",['Karen Croner'],"Dec 1, 2017",,104.0,IFC Films,https://www.rottentomatoes.com/m/the_tribes_of_palos_verdes
Oh Lucy!,100,88,7.0,47,47,0,4.0,494,NR,"['Comedy', 'Drama']",Atsuko Hirayanagi,['Atsuko Hirayanagi'],"Mar 2, 2018",,96.0,Film Movement,https://www.rottentomatoes.com/m/oh_lucy_2017
The Most Hated Woman In America,47,40,4.6,17,8,9,3.2,229,NR,['Drama'],Tommy O'Haver,"[""Irene Turner, Tommy O'Haver""]","Mar 24, 2017",,91.0,Netflix,https://www.rottentomatoes.com/m/the_most_hated_woman_in_america
The Man From Earth: Holocene,60,61,8.0,5,3,2,3.6,223,NR,['Drama'],Richard Schenkman,"['Emerson Bixby, Richard Schenkman']","Oct 13, 2017",,98.0,Falling Sky Entertainment,https://www.rottentomatoes.com/m/the_man_from_earth_holocene_2017
Freak Show,51,69,5.5,37,19,18,3.7,153,NR,"['Comedy', 'Drama']",Trudie Styler,"['Patrick J. Clifton, Beth Rigazio']","Jan 12, 2018",,91.0,IFC Films,https://www.rottentomatoes.com/m/freak_show
M.F.A.,72,58,6.1,18,13,5,3.7,260,NR,"['Drama', 'Mystery & Suspense']",Natalia Leite,['Leah McKendrick'],"Oct 13, 2017",,95.0,Dark Sky Films,https://www.rottentomatoes.com/m/mfa_2017
Pin Cushion,89,77,7.3,35,31,4,3.8,81,NR,['Drama'],Deborah Haywood,['Deborah Haywood'],"Jul 20, 2018",,92.0,Rosevine Films,https://www.rottentomatoes.com/m/pin_cushion
The House of Tomorrow,76,56,6.6,34,26,8,3.3,133,NR,['Drama'],Peter Livolsi,['Peter Livolsi'],"Apr 27, 2018",,85.0,SHOUT! STUDIOS,https://www.rottentomatoes.com/m/the_house_of_tomorrow_2017
Midnighters,89,35,6.6,27,24,3,2.8,191,NR,"['Drama', 'Mystery & Suspense']",Julius Ramsay,['Alston Ramsay'],"Mar 2, 2018",,94.0,IFC Films,https://www.rottentomatoes.com/m/midnighters
Small Crimes,67,31,5.5,15,10,5,3.0,255,NR,"['Drama', 'Mystery & Suspense']",E.L. Katz,"['E.L. Katz, Macon Blair']",,,95.0,Netflix,https://www.rottentomatoes.com/m/small_crimes_2017
Godzilla: Monster Planet,80,48,5.7,5,4,1,3.0,168,NR,"['Animation', 'Art House & International', 'Science Fiction & Fantasy']","Hiroyuki Seshita, Kobun Shizuno",['Gen Urobuchi'],,,89.0,,https://www.rottentomatoes.com/m/godzilla_monster_planet
Darkness Rising,0,41,3.8,5,0,5,2.7,138,NR,['Horror'],Austin Reading,['Vikram Weet'],"Jun 30, 2017",,81.0,IFC Films,https://www.rottentomatoes.com/m/darkness_rising_2017
Marjorie Prime,89,63,7.5,84,75,9,3.4,1375,NR,"['Drama', 'Science Fiction & Fantasy']",Michael Almereyda,['Michael Almereyda'],"Aug 18, 2017",174051.0,97.0,FilmRise,https://www.rottentomatoes.com/m/marjorie_prime_2017
Gangster Land (In the Absence of Good Men),0,41,0.0,5,0,5,2.7,54,NR,['Drama'],Timothy Woodward Jr.,"['Ian Patrick Williams, Ian Williams']","Dec 1, 2017",,88.0,Status Media & Entertainment,https://www.rottentomatoes.com/m/in_the_absence_of_good_men
Kill Switch,10,20,4.5,20,2,18,2.2,869,R,"['Drama', 'Science Fiction & Fantasy']",Tim Smit,"['Charlie Kindinger, Omid Nooshin']","Jun 16, 2017",,91.0,Filmnation/Saban,https://www.rottentomatoes.com/m/kill_switch_2017
Wilson,47,30,5.4,125,59,66,2.9,2500,R,['Comedy'],Craig Johnson,['Daniel Clowes'],"Mar 24, 2017",652997.0,94.0,Fox Searchlight,https://www.rottentomatoes.com/m/wilson_2017
The Guardians (Les Gardiennes),94,74,7.6,50,47,3,3.9,233,R,"['Art House & International', 'Drama']",Xavier Beauvois,"['Xavier Beauvois, Frédérique Moreau, Marie-Julie Maille']","May 4, 2018",,134.0,Music Box Films,https://www.rottentomatoes.com/m/les_gardiennes
Viceroy's House,72,67,6.0,74,53,21,3.6,1954,NR,"['Art House & International', 'Drama']",Gurinder Chadha,"['Paul Mayeda Berges, Moira Buffini, Gurinder Chadha']","Sep 1, 2017",1014067.0,107.0,Anguille Productions,https://www.rottentomatoes.com/m/viceroys_house
The Last Word,37,63,4.8,89,33,56,3.6,2445,R,['Comedy'],Mark Pellington,['Stuart Ross Fink'],"Mar 3, 2017",1782667.0,107.0,Bleecker Street Media,https://www.rottentomatoes.com/m/the_last_word_2017
Jackals,31,21,4.1,13,4,9,2.4,125,NR,['Horror'],Kevin Greutert,['Jared Rivet'],"Sep 1, 2017",,87.0,Shout! Factory Films,https://www.rottentomatoes.com/m/jackals_2017
Secret Superstar,88,88,7.5,8,7,1,4.4,513,NR,['Musical & Performing Arts'],,,"Oct 19, 2017",,,Zee Studios,https://www.rottentomatoes.com/m/secret_superstar
Slumber,0,24,3.0,5,0,5,2.3,85,R,['Horror'],Jonathan Hopkins,"['Jonathan Hopkins, Richard Hobley']","Dec 1, 2017",,85.0,Vertical Entertainment,https://www.rottentomatoes.com/m/slumber_2017
Ripped,0,39,2.8,10,0,10,2.8,89,NR,['Comedy'],Brad Epstein,"['Brad Epstein, Billiam Coronel']","Jun 23, 2017",,98.0,Screen Media Films,https://www.rottentomatoes.com/m/ripped_2017
Baahubali 2: The Conclusion,100,87,7.9,12,12,0,4.4,2504,NR,"['Action & Adventure', 'Drama', 'Science Fiction & Fantasy']",S.S. Rajamouli,"['S.S. Rajamouli, C.H. Vijay Kumar, Ajay Kumar']","Apr 28, 2017",18977072.0,197.0,Arka Media Works,https://www.rottentomatoes.com/m/baahubali_2_the_conclusion
Ittefaq,100,74,6.0,5,5,0,4.0,352,NR,['Mystery & Suspense'],Abhay Chopra,"['Abhay Chopra, Shreyas Jain, Nikhil Mehrotra']","Nov 3, 2017",,100.0,Red Chillies Entertainments,https://www.rottentomatoes.com/m/ittefaq_2017
Bad Day for the Cut,100,68,7.6,11,11,0,3.6,357,NR,"['Art House & International', 'Drama', 'Mystery & Suspense']",Chris Baugh,"['Chris Baugh, Brendan Mullin']","Oct 20, 2017",,99.0,Well Go USA Entertainment,https://www.rottentomatoes.com/m/bad_day_for_the_cut
Ruin Me,100,62,7.6,5,5,0,3.6,25,NR,['Horror'],Preston DeFrancis,"['Trysta A. Bissett, Preston DeFrancis']",,,87.0,Shudder,https://www.rottentomatoes.com/m/ruin_me
Aardvark,12,36,3.8,25,3,22,2.7,45,PG-13,['Drama'],Brian Shoaf,['Brian Shoaf'],"Apr 13, 2018",,85.0,Great Point Media,https://www.rottentomatoes.com/m/aardvark_2017
"Literally, Right Before Aaron",26,58,3.7,19,5,14,3.5,225,NR,"['Comedy', 'Drama', 'Romance']",Ryan Eggold,['Ryan Eggold'],"Sep 29, 2017",,97.0,Screen Media Films,https://www.rottentomatoes.com/m/literally_right_before_aaron_2017
Habit,72,63,6.4,18,13,5,3.3,1526,R,"['Horror', 'Mystery & Suspense']",Larry Fessenden,['Larry Fessenden'],"Nov 14, 1997",,93.0,Glass Eye Pix,https://www.rottentomatoes.com/m/habit
Zoo,59,36,6.2,49,29,20,2.8,4514,NR,"['Documentary', 'Special Interest']",Robinson Devor,"['Robinson Devor, Charles Mudede']","Apr 25, 2007",,75.0,ThinkFilm,https://www.rottentomatoes.com/m/zoo
Blood Money,50,15,3.6,8,4,4,2.0,81,R,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",Lucky McKee,"['Jared Butler, Lars Norberg']","Oct 13, 2017",,89.0,"Saban Films, Lionsgate",https://www.rottentomatoes.com/m/blood_money_2017
November,31,40,5.0,80,25,55,2.8,7968,R,"['Documentary', 'Drama', 'Mystery & Suspense', 'Special Interest']",Greg Harrison,['Benjamin Brand'],"Jul 22, 2005",,25.0,Sony Pictures Classics,https://www.rottentomatoes.com/m/november
Eat Locals,25,40,3.7,12,3,9,3.0,48,NR,['Drama'],Jason Flemyng,['Danny King'],,,90.0,Evolution Pictures,https://www.rottentomatoes.com/m/eat_locals
Resident Evil: Vendetta,43,46,5.4,7,3,4,3.2,695,R,"['Animation', 'Mystery & Suspense', 'Special Interest']",Takanori Tsujimoto,['Makoto Fukami'],"Jun 19, 2017",,115.0,Fathom Events,https://www.rottentomatoes.com/m/resident_evil_vendetta
Newton,91,83,8.1,11,10,1,4.1,134,NR,"['Art House & International', 'Comedy', 'Drama']",Amit Masurkar,"['Mayank Tewari, Amit Masurkar']",,,106.0,Drishyam Films,https://www.rottentomatoes.com/m/newton_2017
High Fantasy,70,88,6.0,10,7,3,4.5,16,NR,"['Comedy', 'Drama', 'Science Fiction & Fantasy']",Jenna Bass,['Jenna Bass'],,,,Fox Fire Films,https://www.rottentomatoes.com/m/high_fantasy
The Stolen,0,31,3.6,5,0,5,2.8,24,NR,['Drama'],Niall Johnson,"['Emily Corcoran, Niall Johnson']",,,95.0,Cork Films,https://www.rottentomatoes.com/m/the_stolen_2017
The Strange Ones,58,44,5.5,24,14,10,3.0,313,R,"['Drama', 'Mystery & Suspense']","Christopher Radcliff, Lauren Wolkstein",['Christopher Radcliff'],"Jan 5, 2018",,82.0,Vertical Entertainment and DIRECTV,https://www.rottentomatoes.com/m/the_strange_ones_2017
Dance Academy: The Comeback,100,83,6.6,15,15,0,4.3,645,NR,['Drama'],Jeffrey Walker,,"Mar 2, 2018",,90.0,Cinedigm,https://www.rottentomatoes.com/m/dance_academy_the_movie
Beatriz at Dinner,74,55,6.4,119,88,31,3.3,7156,R,"['Comedy', 'Drama']",Miguel Arteta,['Mike White'],"Jun 9, 2017",7115001.0,83.0,Roadside Attractions,https://www.rottentomatoes.com/m/beatriz_at_dinner
The Incredible Jessica James,87,66,7.0,53,46,7,3.6,729,NR,['Comedy'],James C. Strouse,['James C. Strouse'],,,85.0,Netflix,https://www.rottentomatoes.com/m/the_incredible_jessica_james
Take Me,67,44,6.8,21,14,7,3.3,205,NR,['Comedy'],Pat Healy,,"May 5, 2017",2583.0,84.0,The Orchard,https://www.rottentomatoes.com/m/take_me_2017
Apostasy,100,96,8.1,29,29,0,4.7,150,NR,['Drama'],Dan Kokotajlo,['Dan Kokotajlo'],,,96.0,Cornerstone Films,https://www.rottentomatoes.com/m/apostasy_2017
Journey to the West: The Demons Strike Back,58,48,5.8,12,7,5,3.2,566,PG-13,"['Action & Adventure', 'Comedy', 'Science Fiction & Fantasy']",Hark Tsui,"['Stephen Chow, Lee Si Zhen Kelvin, Hark Tsui']","Feb 3, 2017",870451.0,109.0,Star Overseas,https://www.rottentomatoes.com/m/journey_to_the_west_demon_chapter
Bodied,89,95,7.3,28,25,3,4.4,171,NR,"['Comedy', 'Drama']",Joseph Kahn,"['Joseph Kahn, Alex Larsen']",,,120.0,Shady Films,https://www.rottentomatoes.com/m/bodied_2017
Woodshock,25,27,4.6,48,12,36,2.4,1088,R,['Drama'],"Kate Mulleavy, Laura Mulleavy","['Kate Mulleavy, Laura Mulleavy']","Sep 22, 2017",41126.0,101.0,A24 Films,https://www.rottentomatoes.com/m/woodshock_2017
The Polka King,61,51,6.0,31,19,12,3.3,335,NR,"['Comedy', 'Drama']","Maya Forbes, Wallace Wolodarsky","['Maya Forbes, Wallace Wolodarsky']",,,94.0,Netflix,https://www.rottentomatoes.com/m/the_polka_king_2017
Against the Night,13,83,4.0,8,1,7,4.3,14,NR,['Horror'],Brian Cavallaro,['Brian Cavallaro'],"Sep 15, 2017",,85.0,,https://www.rottentomatoes.com/m/against_the_night
Where Is Kyra?,81,58,6.4,47,38,9,3.5,292,NR,['Drama'],Andrew Dosunmu,['Darci Picoult'],"Apr 6, 2018",,98.0,Great Point Media and Paladin,https://www.rottentomatoes.com/m/where_is_kyra_2017
Gun Shy,0,40,2.9,9,0,9,3.0,117,R,['Action & Adventure'],Simon West,"['Toby Davies, Mark Haskell Smith']","Sep 8, 2017",,86.0,,https://www.rottentomatoes.com/m/gun_shy_2017
Crash Pad,54,54,5.1,13,7,6,3.4,190,R,['Comedy'],Kevin Tent,['Jeremy Catalino'],"Oct 27, 2017",,93.0,Vertical Entertainment and Sony Pictures Worldwide,https://www.rottentomatoes.com/m/crash_pad_2017
Sky Hunter,0,50,4.0,5,0,5,3.7,15,NR,['Drama'],Chen Li,,"Oct 6, 2017",,118.0,,https://www.rottentomatoes.com/m/sky_hunter
The Delinquent Season,63,50,5.3,8,5,3,3.0,14,NR,['Drama'],Mark O'Rowe,"[""Mark O'Rowe""]",,,104.0,,https://www.rottentomatoes.com/m/the_delinquent_season
1945,96,84,7.7,56,54,2,4.1,427,NR,"['Art House & International', 'Drama']",Ferenc Torok,"['Ferenc Torok, Gabor Szanto']","Nov 1, 2017",258392.0,91.0,Katapult Film,https://www.rottentomatoes.com/m/1945
Roxanne Roxanne,74,60,6.2,27,20,7,3.6,189,NR,['Drama'],Michael Larnell,['Michael Larnell'],,,100.0,Netflix,https://www.rottentomatoes.com/m/roxanne_roxanne
Bitter Harvest,14,68,3.9,58,8,50,3.8,1496,R,"['Drama', 'Romance']",George Mendeluk,"['George Mendeluk, Richard Bachynsky Hoover']","Feb 24, 2017",557004.0,103.0,Devil's Harvest Production,https://www.rottentomatoes.com/m/bitter_harvest_2017
In Syria (Insyriated),87,78,6.9,38,33,5,3.9,81,NR,"['Art House & International', 'Drama']",Philippe van Leeuw,['Philippe van Leeuw'],,,,,https://www.rottentomatoes.com/m/insyriated
Shaadi Mein Zaroor Aana,40,50,6.0,5,2,3,3.6,42,NR,"['Comedy', 'Drama', 'Kids & Family', 'Romance']",,,"Nov 10, 2017",,,,https://www.rottentomatoes.com/m/shaadi_mein_zaroor_aana
Invisible,71,80,6.7,7,5,2,3.8,6,NR,['Drama'],Pablo Giorgelli,"['María L. Gargarella, Pablo Giorgelli']",,,87.0,,https://www.rottentomatoes.com/m/invisible_2017
Blind,20,45,3.9,20,4,16,3.0,345,R,['Drama'],Michael Mailer,"['John Buffalo Mailer, Diane Fisher (V)']","Jul 14, 2017",11700.0,106.0,Vertical Entertainment,https://www.rottentomatoes.com/m/blind_2017
Outside In,95,74,7.3,39,37,2,3.8,253,NR,"['Drama', 'Romance']",Lynn Shelton,"['Jay Duplass, Lynn Shelton']","Mar 30, 2018",,109.0,The Orchard,https://www.rottentomatoes.com/m/outside_in_2017
Raees,70,59,5.6,10,7,3,3.5,892,NR,"['Action & Adventure', 'Drama', 'Mystery & Suspense']",Rahul Dholakia,"['Rahul Dholakia, Harit Mehta, Ashish Vashi, Niraj Shukla']","Jan 25, 2017",3262954.0,150.0,Red Chillies Entertainments,https://www.rottentomatoes.com/m/raees
Hollow in the Land,57,60,5.6,14,8,6,3.6,77,NR,['Drama'],Scooter Corkle,['Scooter Corkle'],"Dec 8, 2017",,92.0,Vertical Entertainment,https://www.rottentomatoes.com/m/hollow_in_the_land_2017
Tiger Zinda Hai,67,66,6.8,9,6,3,3.7,491,NR,"['Action & Adventure', 'Art House & International', 'Mystery & Suspense', 'Romance']",Ali Abbas Zafar,"['Neelesh Misra, Ali Abbas Zafar']","Dec 22, 2017",5560921.0,165.0,Yash Raj Films,https://www.rottentomatoes.com/m/tiger_zinda_hai
Golden Exits,67,50,6.2,49,33,16,3.0,212,R,['Drama'],Alex Ross Perry,['Alex Ross Perry'],"Feb 9, 2018",,94.0,Sony Pictures and Vertical Entertainment,https://www.rottentomatoes.com/m/golden_exits_2017
Salyut-7,100,76,7.3,6,6,0,4.2,79,NR,"['Action & Adventure', 'Drama']",Klim Shipenko,"['Klim Shipenko, Aleksey Chupov, Natalya Merkulova']",,,,CTB Film Company,https://www.rottentomatoes.com/m/salyut_7
Little Pink House,74,85,6.2,27,20,7,4.5,244,NR,['Drama'],Courtney Balaker,['Courtney Balaker'],"Apr 20, 2018",,98.0,Film Mode Entertainment,https://www.rottentomatoes.com/m/little_pink_house
Los Olvidados,94,95,8.7,33,31,2,4.4,5583,NR,['Drama'],Luis Buñuel,"['Luis Alcoriza, Luis Buñuel, Oscar Dancigers']","Mar 24, 1952",,88.0,Arthur Mayer-Edward Kingsley I,https://www.rottentomatoes.com/m/los_olvidados
Desolation,64,21,5.8,11,7,4,2.5,72,NR,"['Drama', 'Horror', 'Mystery & Suspense']",Sam Patton (III),"['Michael Larson-Kangas, Matt Anderson']","Dec 15, 2017",,78.0,Desolated Productions,https://www.rottentomatoes.com/m/desolation_2017
Permanent,38,74,5.4,8,3,5,3.9,230,PG-13,['Comedy'],Colette Burson,['Colette Burson'],"Dec 15, 2017",12777.0,93.0,Magnolia Pictures,https://www.rottentomatoes.com/m/permanent_2017
Double Date,80,71,6.2,15,12,3,3.9,49,NR,"['Art House & International', 'Comedy', 'Horror']",Benjamin Barfoot,['Danny Morgan'],,,90.0,Red Apollo Group,https://www.rottentomatoes.com/m/double_date_2017
The Little Vampire 3D,14,48,3.8,14,2,12,2.8,64,NR,"['Action & Adventure', 'Animation', 'Art House & International', 'Comedy']","Richard Claus, Karsten Kiilerich","['Angela Sommer-Bodenburg, Larry Wilson, Richard Claus']",,,82.0,,https://www.rottentomatoes.com/m/the_little_vampire_3d
Venus,89,74,7.3,152,135,17,3.6,11448,R,"['Comedy', 'Drama', 'Romance']",Roger Michell,['Hanif Kureishi'],"Dec 21, 2006",3261449.0,95.0,Miramax Films,https://www.rottentomatoes.com/m/venus
Hello Again,29,73,2.0,7,2,5,3.8,86,NR,"['Drama', 'Musical & Performing Arts', 'Romance']",Tom Gustafson,['Cory James Krueckeberg'],"Nov 8, 2017",,110.0,Screenvision Media,https://www.rottentomatoes.com/m/hello_again_2017
The House Next Door (Aval),100,54,7.0,6,6,0,3.4,41,NR,"['Drama', 'Horror']",Milind Rau,,,,,Viacom18 Motion Pictures,https://www.rottentomatoes.com/m/the_house_next_door_2017
The Nile Hilton Incident,89,56,6.9,46,41,5,3.4,264,NR,"['Art House & International', 'Drama', 'Mystery & Suspense']",Tarik Saleh,['Tarik Saleh'],"Aug 11, 2017",78460.0,110.0,The Match Factory,https://www.rottentomatoes.com/m/the_nile_hilton_incident
Hampstead,44,36,4.9,43,19,24,2.9,346,NR,"['Comedy', 'Drama', 'Romance']",Joel Hopkins,,,,,Scope Pictures,https://www.rottentomatoes.com/m/hampstead
Band Aid,87,73,7.1,60,52,8,3.6,3193,NR,['Comedy'],Zoe Lister-Jones,['Zoe Lister-Jones'],"Jun 2, 2017",245140.0,94.0,IFC Films,https://www.rottentomatoes.com/m/band_aid_2017
Happy Hunting,100,46,7.1,8,8,0,3.4,176,NR,"['Art House & International', 'Horror']","Louie Gibson, Joe Dietsch","['Louie Gibson, Joe Dietsch']","Sep 22, 2017",,91.0,Selective Collective,https://www.rottentomatoes.com/m/happy_hunting_2017
Temple,13,8,3.0,8,1,7,1.7,123,NR,['Drama'],Michael Barrett (II),['Simon Barrett'],"Sep 1, 2017",,78.0,Hooked Digital Media,https://www.rottentomatoes.com/m/temple_2017
